Mes,AÑO,Farola,Sticker,Potencia Antigua,W,Tecnologia,Marca,Direccion,Latitud,Longitud,Observacion
Junio,2023,1648438,043275,27.8,0.5,LED,SED,JARDIN,2.939094,-75.275506,HURTO DE LUMINARIA 
Junio,2023,1734096,031557,300,0.5,LED,SED,SAN PEDRO,2.920641079,-75.29086301,HURTO DE LUMINARIA 
Junio,2023,1749561,031260,150,0.5,LED,SED,VILLA SOLEDAD,2.972133,-75.291911,HURTO DE LUMINARIA 
Junio,2023,1754543,031226,150,0.5,LED,SED,VILLA SOLEDAD,2.972133094,-75.29191104,HURTO DE LUMINARIA 
Junio,2023,1641144,005000,27.8,0.5,LED,SED,"AV, LA TOMA CARRERA 5",2.934218042,-75.291862,HURTO DE LUMINARIA 
Junio,2023,1641140,008516,27.8,0.5,LED,SED,"AV, LA TOMA CARRERA 5",2.934232093,-75.29175699,HURTO DE LUMINARIA 
Junio,2023,1753909,031261,150,0.5,LED,SED,OASIS,2.903468595,-75.26289228,HURTO DE LUMINARIA 
Junio,2023,1753911,031264,150,0.5,LED,SED,OASIS,2.903097642,-75.26300818,HURTO DE LUMINARIA 
Julio,2023,1735136,031191,100,0.5,LED,SED,PARQUE ARRAYANES COMUNA 6,2.915321038,-75.28119497,HURTO DE LUMINARIA 
Julio,2023,1642037,037196,74.1,0.5,LED,SED,SEPARADOR DE LA CALLE 6 CON CARRERA 19/ BARRIO CALIXTO,2.929267109,-75.27617701,HURTO DE LUMINARIA 
Julio,2023,1642038,037128,74.1,0.5,LED,SED,SEPARADOR DE LA CALLE 6 CON CARRERA 19/ BARRIO CALIXTO,2.929267109,-75.27617701,HURTO DE LUMINARIA 
Julio,2023,1632289,031511,300,0.5,LED,SED,ZONA VERDE DEL BARRIO CANAIMA ,2.90645823,-75.27549101,HURTO DE LUMINARIA 
Julio,2023,1632290,031514,300,0.5,LED,SED,ZONA VERDE DEL BARRIO CANAIMA,2.90645823,-75.27549101,HURTO DE LUMINARIA 
Julio,2023,1640897,004910,27.8,0.5,LED,SED,KR 5TA,2.939259059,-75.29338404,HURTO DE LUMINARIA 
Julio,2023,1640935,017101,27.8,0.5,LED,SED,KR 5TA,2.93833116,-75.29317254,HURTO DE LUMINARIA 
Julio,2023,1749152,062131,200,0.5,LED,SED,CANCHA LIMONAR/CLL 17 COMN CRA 35,2.912026423,-75.2662864,HURTO DE LUMINARIA 
Julio,2023,1749153,000612,70,0.5,LED,SED,CANCHA LIMONAR/CLL 17 COMN CRA 36,2.912026423,-75.2662864,HURTO DE LUMINARIA 
Julio,2023,1749150,062135,200,0.5,LED,SED,CANCHA LIMONAR/CLL 17 COMN CRA 37,2.911922677,-75.26657072,HURTO DE LUMINARIA 
Agosto,2023,1720655,010234,27.8,0.5,LED,SED,CL 25D CRA 8D BR CAMBULOS,2.95182692,-75.2975699,HURTO DE LUMINARIA 
Agosto,2023,1751258,031276,150,0.5,LED,SED,BALCONES DEL NORTE CLL 57 20B 20,2.957920047,-75.28221301,HURTO DE LUMINARIA 
Agosto,2023,1630506,039992,150,0.5,LED,SED,BALCONES DEL NORTE CLL 57 20B 20,2.957914,-75.282214,HURTO DE LUMINARIA 
Agosto,2023,1648430,043116,27.8,0.5,LED,SED,CLL 19 CRA 19 Y 23 B LA LIBERTAD,2.939761,-75.274568,HURTO DE LUMINARIA 
Agosto,2023,1649585,025797,60.2,0.5,LED,SED,CAÑA BRAVA POLIDEPORTIVO CALLE 52 ENTRE  28 Y 29,2.960258609,-75.27521264,HURTO DE LUMINARIA 
Agosto,2023,1649617,027597,60.2,0.5,LED,SED,CAÑA BRAVA POLIDEPORTIVO CALLE 52 ENTRE  28 Y 29,2.960258609,-75.27511206,HURTO DE LUMINARIA 
Agosto,2023,1647066,016634,27.8,0.5,LED,SED,CL 25D CRA 8D BR CAMBULOS,2.942606108,-75.287362,HURTO DE LUMINARIA 
Agosto,2023,1648813,035560,27.8,0.5,LED,SED,PLAZA CIVICA LOS LIBERTADORES,2.925179096,-75.29097396,HURTO DE LUMINARIA 
Agosto,2023,1647065,016631,27.8,0.5,LED,SED,CL 25D CRA 8D BR CAMBULOS,2.942646051,-75.28718501,HURTO DE LUMINARIA 
Agosto,2023,1647067,016626,27.8,0.5,LED,SED,CL 25D CRA 8D BR CAMBULOS,2.942606108,-75.287362,HURTO DE LUMINARIA 
Agosto,2023,1647064,016637,27.8,0.5,LED,SED,CL 25D CRA 8D BR CAMBULOS,2.942646051,-75.28718501,HURTO DE LUMINARIA 
Septiembre,2023,1630518,031730,200,0.5,LED,SED ,CRA 6 W CL 34 SANTA INES,2.947520116,-75.30076898,LUMINARIA HURTADA EN EL MES DE AGOSTO
Septiembre,2023,1630517,031729,200,0.5,LED,SED ,CRA 6 W CL 34 SANTA INES,2.947520116,-75.30076898,LUMINARIA HURTADA EN EL MES DE AGOSTO
Septiembre,2023,1630519,031757,200,0.5,LED,SED ,CRA 6 W CL 34 SANTA INES,2.947520116,-75.30076898,LUMINARIA HURTADA EN EL MES DE AGOSTO
Septiembre,2023,1630939,031635,200,0.5,LED,SED ,CL 41 # 1B-14 ECOPARQUE,2.951033,-75.296154,LUMINARIA HURTADA EN EL MES DE AGOSTO
Septiembre,2023,1630938,031634,200,0.5,LED,SED ,CL 41 # 1B-14 ECOPARQUE,2.951033,-75.296154,LUMINARIA HURTADA EN EL MES DE AGOSTO
Septiembre,2023,1648812,035556,27.8,0.5,LED,SED ,PLAZA CIVICA LOS LIBERTADORES,2.925179096,-75.29097396,LUMINARIA HURTADA EN EL MES DE AGOSTO
Septiembre,2023,1750844,031624,200,0.5,LED,SED ,CRA 2 CON CALLE 13 MARTIRES,2.929992501,-75.29350445,HURTO DE LUMINARIA 
Septiembre,2023,1639209,031628,200,0.5,LED,SED ,CRA 2 CON CALLE 13 MARTIRES,2.930175777,-75.2935611,HURTO DE LUMINARIA 
Septiembre,2023,1640962,008577,27.8,0.5,LED,SED ,CRA 5 CON CALLE 21 QUIRINAL,2.936590069,-75.29253102,HURTO DE LUMINARIA 
Septiembre,2023,1750571,3251-150,150,0.5,LED,OTRAS MARCAS,CRA 35 CON CALLE 19S LIMONAR,2.910631073,-75.266927,HURTO DE LUMINARIA 
Septiembre,2023,1721426,SC,150,0.5,LED,OTRAS MARCAS,CRA 35 CON CALLE 19S LIMONAR,2.910365073,-75.2667,HURTO DE LUMINARIA 
Septiembre,2023,1639219,035678,27.8,0.5,LED,SED ,CARRERA 5 CON CALLE 11 CENTRO,2.929932,-75.290105,HURTO DE LUMINARIA 
Septiembre,2023,1639218,035657,27.8,0.5,LED,SED ,CARRERA 5 CON CALLE 11 CENTRO,2.929932,-75.290105,HURTO DE LUMINARIA 
Septiembre,2023,1672659,067150,37,0.5,LED,SED ,K 22 DETRÁS DE JARDINES EL PARAISO,2.898157108,-75.27687803,HURTO DE LUMINARIA 
Septiembre,2023,1672660,067125,37,0.5,LED,SED ,K 22 DETRÁS DE JARDINES EL PARAISO,2.898129053,-75.27654897,HURTO DE LUMINARIA 
Septiembre,2023,1672661,067194,37,0.5,LED,SED ,K 22 DETRÁS DE JARDINES EL PARAISO,2.898109033,-75.27628802,HURTO DE LUMINARIA 
Septiembre,2023,1643409,062987,106.5,0.5,LED,SED ,PUENTE RIO MAGDALENA ,2.947934143,-75.30852503,HURTO DE LUMINARIA 
Octubre,2023,1630891,069948,200,0.5,LED,SED,VICENTE ARAUJO,2.97476061,-75.2898836,HURTO DE LUMINARIA 
Octubre,2023,1630892,031382,200,0.5,LED,SED,VICENTE ARAUJO,2.97476061,-75.2898836,HURTO DE LUMINARIA 
Octubre,2023,1630893,032082,200,0.5,LED,SED,VICENTE ARAUJO,2.97476061,-75.2898836,HURTO DE LUMINARIA 
Octubre,2023,1639641,008648,27.8,0.5,LED,SED,LA GAITANA,2.931394112,-75.27299302,HURTO DE LUMINARIA 
Octubre,2023,1631152,SC&C7-2078,400,0.5,METAL HALIDE,OTRAS MARCAS,RONDA RIO LAS CEIBAS,2.93603583,-75.30385796,HURTO DE LUMINARIA 
Octubre,2023,1638247,025541,27.8,0.5,LED,SED,AEROPUERTO,2.940975091,-75.29404596,HURTO DE LUMINARIA 
Octubre,2023,1650868,008092,27.8,0.5,LED,SED,TIMANCO 4 ETAPA,2.914682169,-75.27963704,HURTO DE LUMINARIA 
Octubre,2023,1650869,008095,27.8,0.5,LED,SED,TIMANCO 4 ETAPA,2.914682169,-75.27963704,HURTO DE LUMINARIA 
Octubre,2023,1731462,027064,60.2,0.5,LED,SED,CARACOLI,2.93144522,-75.29928144,HURTO DE LUMINARIA 
Octubre,2023,1672846,027691,60.2,0.5,LED,SED,CARACOLI,2.93144522,-75.29928144,HURTO DE LUMINARIA 
Octubre,2023,1672870,027879,60.2,0.5,LED,SED,CARACOLI,2.93132233,-75.29907256,HURTO DE LUMINARIA 
Octubre,2023,1672871,026751,60.2,0.5,LED,SED,CARACOLI,2.93132233,-75.29907256,HURTO DE LUMINARIA 
Octubre,2023,1672872,027548,60.2,0.5,LED,SED,CARACOLI,2.93132233,-75.29907256,HURTO DE LUMINARIA 
Octubre,2023,1731457,027527,60.2,0.5,LED,SED,CARACOLI,2.93132233,-75.29907256,HURTO DE LUMINARIA 
Octubre,2023,1648625,028419,74.1,0.5,LED,SED,LA LIBERTAD,2.93491811,-75.28021003,HURTO DE LUMINARIA 
Octubre,2023,1639109,035516,27.8,0.5,LED,SED,CENTRO,2.92819392,-75.28935122,HURTO DE LUMINARIA 
Octubre,2023,1656643,019556,37,0.5,LED,SED,CANDIDO,2.952230433,-75.29496847,HURTO DE LUMINARIA 
Noviembre,2023,1648579,008653,27.8,0.5,LED,SED,GAITANA,2.931394112,-75.27299302,HURTO DE LUMINARIA 
Noviembre,2023,1630562,031685,400,0.5,LED,SED,GRANJAS,2.947112076,-75.29067999,HURTO DE LUMINARIA 
Noviembre,2023,1630561,031677,400,0.5,LED,SED,GRANJAS,2.947112076,-75.29067999,HURTO DE LUMINARIA 
Noviembre,2023,1648619,028414,74.1,0.5,LED,SED,LA LIBERTAD,2.9350251,-75.27968652,HURTO DE LUMINARIA 
Noviembre,2023,1648628,028418,74.1,0.5,LED,SED,LA LIBERTAD,2.93491811,-75.28021003,HURTO DE LUMINARIA 
Noviembre,2023,1648622,028421,74.1,0.5,LED,SED,LA LIBERTAD,2.93500956,-75.27985739,HURTO DE LUMINARIA 
Noviembre,2023,1648624,028732,74.1,0.5,LED,SED,LA LIBERTAD,2.934843062,-75.28002401,HURTO DE LUMINARIA 
Noviembre,2023,1651845,067231,27.8,0.5,LED,SED,VIA CAGUAN,2.88434913,-75.25431613,HURTO DE LUMINARIA 
Noviembre,2023,1651849,067223,27.8,0.5,LED,SED,VIA CAGUAN,2.88472979,-75.25452946,HURTO DE LUMINARIA 
Noviembre,2023,1651793,067238,27.8,0.5,LED,SED,VIA CAGUAN,2.88616395,-75.25555191,HURTO DE LUMINARIA 
Noviembre,2023,1648431,043277,27.8,0.5,LED,SED,LA LIBERTAD,2.939707,-75.274644,HURTO DE LUMINARIA 
Noviembre,2023,1663948,020381,37,0.5,LED,SED,INDEPENDENCIA,2.933344039,-75.26651198,HURTO DE LUMINARIA 
Diciembre,2023,1652159,019205,37,0.5,LED,SED,CANDIDO,2.949306018,-75.2969515,HURTO DE LUMINARIA 
Diciembre,2023,1650720,031144,100,0.5,LED,SED,ALTICO,2.929521062,-75.279065,HURTO DE LUMINARIA 
Diciembre,2023,1650721,031149,100,0.5,LED,SED,ALTICO,2.929619034,-75.27909004,HURTO DE LUMINARIA 
Diciembre,2023,1631748,SC,59,0.5,LED,OTRAS MARCAS,CRISTALINAS,2.926234,-75.261623,HURTO DE LUMINARIA 
Diciembre,2023,1648082,035514,27.8,0.5,LED,SED,CENTRO,2.92827323,-75.28943628,HURTO DE LUMINARIA 
Diciembre,2023,1648081,035691,27.8,0.5,LED,SED,CENTRO,2.92827323,-75.28943628,HURTO DE LUMINARIA 
Diciembre,2023,1648805,009409,27.8,0.5,LED,SED,PLAZA CIVICA,2.925434248,-75.29051691,HURTO DE LUMINARIA 
Diciembre,2023,1648809,035553,27.8,0.5,LED,SED,PLAZA CIVICA,2.925257043,-75.29077098,HURTO DE LUMINARIA 
Diciembre,2023,1648806,035571,27.8,0.5,LED,SED,PLAZA CIVICA,2.925296062,-75.29067003,HURTO DE LUMINARIA 
Diciembre,2023,1639212,035695,27.8,0.5,LED,SED,PLAZA CIVICA,2.929115,-75.289804,HURTO DE LUMINARIA 
Diciembre,2023,1646738,005155,27.8,0.5,LED,SED,CIUDADELA CONFAMILIAR - PARQUE,2.96106253,-75.29931933,HURTO DE LUMINARIA 
Diciembre,2023,1646742,005158,27.8,0.5,LED,SED,CIUDADELA CONFAMILIAR - PARQUE,2.96106253,-75.29928379,HURTO DE LUMINARIA 
Diciembre,2023,1646741,005159,27.8,0.5,LED,SED,CIUDADELA CONFAMILIAR - PARQUE,2.96134044,-75.29932737,HURTO DE LUMINARIA 
Enero,2024,1720660,006850,27.8,0.5,LED,SED,CANDIDO,2.95186308,-75.2974542,HURTO DE LUMINARIA 
Enero,2024,1720656,010233,27.8,0.5,LED,SED,CANDIDO,2.95182692,-75.2975699,HURTO DE LUMINARIA 
Enero,2024,1720689,010238,27.8,0.5,LED,SED,CANDIDO,2.95179879,-75.2974797,HURTO DE LUMINARIA 
Enero,2024,1720671,010239,27.8,0.5,LED,SED,CANDIDO,2.9518085,-75.2972601,HURTO DE LUMINARIA 
Enero,2024,1720668,010242,27.8,0.5,LED,SED,CANDIDO,2.95174555,-75.2972758,HURTO DE LUMINARIA 
Enero,2024,1720665,010249,27.8,0.5,LED,SED,CANDIDO,2.95169968,-75.2974217,HURTO DE LUMINARIA 
Enero,2024,1720667,010252,27.8,0.5,LED,SED,CANDIDO,2.95174555,-75.2972758,HURTO DE LUMINARIA 
Enero,2024,1720657,010254,27.8,0.5,LED,SED,CANDIDO,2.95190527,-75.2974988,HURTO DE LUMINARIA 
Enero,2024,1720672,010255,27.8,0.5,LED,SED,CANDIDO,2.9518085,-75.2972601,HURTO DE LUMINARIA 
Enero,2024,1720659,010257,27.8,0.5,LED,SED,CANDIDO,2.95186308,-75.2974542,HURTO DE LUMINARIA 
Enero,2024,1720664,010261,27.8,0.5,LED,SED,CANDIDO,2.95169968,-75.2974217,HURTO DE LUMINARIA 
Enero,2024,1639091,A20093&C7-1307,70,0.5,SODIO,OTRAS MARCAS,MALECON,2.930541,-75.297385,HURTO DE LUMINARIA 
Enero,2024,1721808,SC,100,0.5,LED,OTRAS MARCAS,EL TESORO,2.946567,-75.266087,HURTO DE LUMINARIA 
Enero,2024,1651190,L0891&C11-1053,200,0.5,LED,OTRAS MARCAS,LIMONAR,2.91017,-75.264489,HURTO DE LUMINARIA 
Enero,2024,1672629,004887,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.899773087,-75.27794596,HURTO DE LUMINARIA 
Enero,2024,1672712,067423,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.898709,-75.280644,HURTO DE LUMINARIA 
Enero,2024,1672713,065590,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.898602,-75.280833,HURTO DE LUMINARIA 
Enero,2024,1751373,062053,100,0.5,LED,SED,4 CENTENARIO,2.902993405,-75.26113151,HURTO DE LUMINARIA 
Enero,2024,1739706,062016,100,0.5,LED,SED,SAN LUIS DE LA PAZ,2.899164708,-75.26505803,HURTO DE LUMINARIA 
Enero,2024,1754103,000695,70,0.5,LED,SED,SAN LUIS DE LA PAZ,2.899164799,-75.26505803,HURTO DE LUMINARIA 
Enero,2024,1739709,062009,100,0.5,LED,SED,SAN LUIS DE LA PAZ,2.89904956,-75.26497126,HURTO DE LUMINARIA 
Enero,2024,1754107,000684,70,0.5,LED,SED,SAN LUIS DE LA PAZ,2.89904956,-75.26497126,HURTO DE LUMINARIA 
Enero,2024,1754106,000691,70,0.5,LED,SED,SAN LUIS DE LA PAZ,2.89904956,-75.26497126,HURTO DE LUMINARIA 
Enero,2024,1739708,062018,100,0.5,LED,SED,SAN LUIS DE LA PAZ,2.898782729,-75.26473707,HURTO DE LUMINARIA 
Enero,2024,1754109,000681,70,0.5,LED,SED,SAN LUIS DE LA PAZ,2.89878282,-75.26473707,HURTO DE LUMINARIA 
Enero,2024,1754108,000682,70,0.5,LED,SED,SAN LUIS DE LA PAZ,2.89878282,-75.26473707,HURTO DE LUMINARIA 
Enero,2024,1754116,000690,70,0.5,LED,SED,SAN LUIS DE LA PAZ,2.898335212,-75.26419321,HURTO DE LUMINARIA 
Enero,2024,1754117,000694,70,0.5,LED,SED,SAN LUIS DE LA PAZ,2.898335212,-75.26419321,HURTO DE LUMINARIA 
Enero,2024,1739710,062013,100,0.5,LED,SED,SAN LUIS DE LA PAZ,2.898182572,-75.26388211,HURTO DE LUMINARIA 
Enero,2024,1754111,000688,70,0.5,LED,SED,SAN LUIS DE LA PAZ,2.898182572,-75.26388211,HURTO DE LUMINARIA 
Enero,2024,1637500,035023,37,0.5,LED,SED,MINUTO DE DIOS,2.973606098,-75.28959598,HURTO DE LUMINARIA 
Enero,2024,1649250,039969,200,0.5,LED,SED,PRADO NORTE,2.9553101,-75.28252496,HURTO DE LUMINARIA 
Febrero,2024,1631250,C1208&C5-0768,200,0.5,LED,OTRAS MARCAS,PALMAS III,2.946667,-75.2374,HURTO DE LUMINARIA 
Febrero,2024,1749449,2312-66,66,0.5,LED,OTRAS MARCAS,VDA LA MOJARRA,2.997348034,-75.15890669,HURTO DE LUMINARIA 
Febrero,2024,1648626,028406,74.1,0.5,LED,SED ,CR 17A CL 15-16 PARQ CABALLOS ESTADIO,2.93495573,-75.28003368,HURTO DE LUMINARIA 
Febrero,2024,1648629,028415,74.1,0.5,LED,SED ,CR 17A CL 15-16 PARQ CABALLOS ESTADIO,2.93487708,-75.28037397,HURTO DE LUMINARIA 
Febrero,2024,1648808,035558,27.8,0.5,LED,SED ,PLAZA CIVICA LOS LIBERTADORES,2.925257043,-75.29077098,HURTO DE LUMINARIA 
Febrero,2024,1648627,028408,74.1,0.5,LED,SED ,CR 17A CL 15-16 PARQ CABALLOS ESTADIO,2.93475106,-75.28035396,HURTO DE LUMINARIA 
Febrero,2024,1639910,043717,27.8,0.5,LED,SED ,PLAZA CIVICA LOS LIBERTADORES,2.925395089,-75.29081304,HURTO DE LUMINARIA 
Febrero,2024,1667907,009155,27.8,0.5,LED,SED ,TAMINCO IV,2.914209098,-75.27965897,HURTO DE LUMINARIA 
Febrero,2024,1731480,009189,27.8,0.5,LED,SED ,TAMINCO IV,2.9145341,-75.27951697,HURTO DE LUMINARIA 
Febrero,2024,1731481,011711,27.8,0.5,LED,SED ,TAMINCO IV,2.914604037,-75.27950196,HURTO DE LUMINARIA 
Febrero,2024,1731482,011575,27.8,0.5,LED,SED ,TAMINCO IV,2.914583075,-75.27939604,HURTO DE LUMINARIA 
Marzo,2024,1750187,063976,200,0.5,LED,SED,C 30  S  30A   81 CANCHA BARRIO EL OASIS,2.900586,-75.263294,HURTO DE LUMINARIA 
Marzo,2024,1750188,063969,200,0.5,LED,SED,C 30  S  30A   81 CANCHA BARRIO EL OASIS,2.900586,-75.263294,HURTO DE LUMINARIA 
Marzo,2024,1750189,063972,200,0.5,LED,SED,C 30  S  30A   81 CANCHA BARRIO EL OASIS,2.900586,-75.263294,HURTO DE LUMINARIA 
Marzo,2024,1750190,063974,200,0.5,LED,SED,C 30  S  30A   81 CANCHA BARRIO EL OASIS,2.900586,-75.263294,HURTO DE LUMINARIA 
Marzo,2024,1722584,031766,200,0.5,LED,SED,C 65A K 3 Y 7 VILLA MAGDALENA,2.96271382,-75.29092154,HURTO DE LUMINARIA 
Marzo,2024,1722583,031762,200,0.5,LED,SED,C 65A K 3 Y 7 VILLA MAGDALENA,2.96256981,-75.29096164,HURTO DE LUMINARIA 
Marzo,2024,1648130,020294,37,0.5,LED,SED,CL 14 CRA 4 CAMELLON,2.93176406,-75.29186549,HURTO DE LUMINARIA 
Marzo,2024,1641719,010299,27.8,0.5,LED,SED,CL 14 CRA 4 CAMELLON,2.93176406,-75.29186549,HURTO DE LUMINARIA 
Marzo,2024,1645639,020995,37,0.5,LED,SED,CALLE 19 SUR ENTRE CARRERA 35 Y 31,2.91036006,-75.266667,HURTO DE LUMINARIA 
Marzo,2024,1637020,015785,27.8,0.5,LED,SED,MIRA RIO,2.965519088,-75.29346202,HURTO DE LUMINARIA 
Marzo,2024,1642649,025464,60.2,0.5,LED,SED,MODELO,2.92840406,-75.28147663,HURTO DE LUMINARIA 
Abril,2024,1646705,015845,27.8,0.5,LED,SED ,INTERCAMBIADOR USCO,2.944454741,-75.29740148,HURTO DE LUMINARIA 
Abril,2024,1672748,069658,27.8,0.5,LED,SED ,CALLE 45A SUR CARRERA 33A MARGARITAS,2.890618,-75.258168,HURTO DE LUMINARIA 
Abril,2024,1631524,048505,400,0.5,METAL HALIDE,OTRAS MARCAS,EL TRIANGULO ,2.945945099,-75.30781199,HURTO DE LUMINARIA 
Abril,2024,1640330,044527,27.8,0.5,LED,SED ,LUIS CARLOS GALÁN II,2.969229204,-75.2902,HURTO DE LUMINARIA 
Abril,2024,1647187,009992,27.8,0.5,LED,SED ,CRA 5 PUENTE RIO LA CEIBAS,2.940855048,-75.29401002,HURTO DE LUMINARIA 
Abril,2024,1647189,017813,27.8,0.5,LED,SED ,CRA 5 PUENTE RIO LA CEIBAS,2.940505057,-75.29387397,HURTO DE LUMINARIA 
Abril,2024,1660349,031119,100,0.5,LED,SED ,GRANJAS,2.951207069,-75.29076303,HURTO DE LUMINARIA 
Abril,2024,1644478,038900,92.6,0.5,LED,SED ,CRA 7 W PUENTE,2.938189067,-75.30119696,HURTO DE LUMINARIA 
Abril,2024,1644477,038891,92.6,0.5,LED,SED ,CRA 7 W PUENTE,2.938189067,-75.30119696,HURTO DE LUMINARIA 
Abril,2024,1652149,031254,150,0.5,LED,SED ,CRA 1A CON CLL34,2.947549939,-75.29753377,HURTO DE LUMINARIA 
Abril,2024,1647592,022350,37,0.5,LED,SED ,AV CL 19 - CRA 47 VILLA CAFE,2.939697061,-75.251932,HURTO DE LUMINARIA 
Abril,2024,1649253,031323,200,0.5,LED,SED ,K 18 CON C 47 EQ PARQUE YAHAIRA,2.95468907,-75.28482203,HURTO DE LUMINARIA 
Abril,2024,1721205,3191-150,150,0.5,LED,OTRAS MARCAS,LOS COLORES,2.939015,-75.250164,HURTO DE LUMINARIA 
Abril,2024,1721206,3193-150,150,0.5,LED,OTRAS MARCAS,LOS COLORES,2.939042,-75.250382,HURTO DE LUMINARIA 
Abril,2024,1721208,3194-150,150,0.5,LED,OTRAS MARCAS,LOS COLORES,2.939519,-75.250425,HURTO DE LUMINARIA 
Abril,2024,1636777,006899,27.8,0.5,LED,SED ,K 33C 29 S PISTA DE PATINAJE IV CENTENARIO,2.900243094,-75.26046997,HURTO DE LUMINARIA 
Abril,2024,1651240,044782,27.8,0.5,LED,SED ,K 33C 29 S PISTA DE PATINAJE IV CENTENARIO,2.900436047,-75.26055001,HURTO DE LUMINARIA 
Abril,2024,1739356,051597,27.8,0.5,LED,SED ,C2C CON K31 POLIDEPORTIVO IPC BR NUEVA GRANADA,2.92248103,-75.2683598,HURTO DE LUMINARIA 
Abril,2024,1739350,051995,27.8,0.5,LED,SED ,NUEVA GRANADA -,2.92253447,-75.2681828,HURTO DE LUMINARIA 
Mayo,2024,1647568,053107,37,0.5,LED,SED ,AV CL 19 - CRA 47 VILLA CAFE,2.939830117,-75.252439,HURTO DE LUMINARIA 
Mayo,2024,1663262,017870,27.8,0.5,LED,SED ,K48 CON C17A VILLA CAFE,2.937771101,-75.25169599,HURTO DE LUMINARIA 
Mayo,2024,1642107,038888,92.6,0.5,LED,SED ,CL 8 # 21-99 AV CL 8 - CRA 16 A 29,2.93229599,-75.27306404,HURTO DE LUMINARIA 
Mayo,2024,1642106,029587,92.6,0.5,LED,SED ,CL 8 # 21-99 AV CL 8 - CRA 16 A 29,2.93229599,-75.27306404,HURTO DE LUMINARIA 
Mayo,2024,1639614,044835,27.8,0.5,LED,SED ,LA GAITANA,2.932096,-75.274393,HURTO DE LUMINARIA 
Mayo,2024,1635943,044840,27.8,0.5,LED,SED ,LA GAITANA,2.932212,-75.274397,HURTO DE LUMINARIA 
Mayo,2024,1648302,027510,60.2,0.5,LED,SED ,CRA 1 CL 17 EMBARCADERO CARACOLI,2.931427114,-75.29981904,HURTO DE LUMINARIA 
Mayo,2024,1648303,036144,60.2,0.5,LED,SED ,CRA 1 CL 17 EMBARCADERO CARACOLI,2.931427114,-75.29981904,HURTO DE LUMINARIA 
Mayo,2024,1651710,069443,27.8,0.5,LED,SED ,ZONA INDUSTRIAL,2.897663,-75.286607,HURTO DE LUMINARIA 
Mayo,2024,1721236,3196-150,150,0.5,LED,OTRAS MARCAS,VILLA CAFÉ,2.937761,-75.251787,HURTO DE LUMINARIA 
Mayo,2024,1651237,006835,27.8,0.5,LED,SED ,K 33C 29 S PISTA DE PATINAJE IV CENTENARIO,2.900494088,-75.26033703,HURTO DE LUMINARIA 
Mayo,2024,1651239,006838,27.8,0.5,LED,SED ,K 33C 29 S PISTA DE PATINAJE IV CENTENARIO,2.900228089,-75.26041004,HURTO DE LUMINARIA 
Mayo,2024,1651230,006593,27.8,0.5,LED,SED ,K 33C 29 S PISTA DE PATINAJE IV CENTENARIO,2.90029708,-75.260574,HURTO DE LUMINARIA 
Mayo,2024,1651231,006837,27.8,0.5,LED,SED ,K 33C 29 S PISTA DE PATINAJE IV CENTENARIO,2.900296052,-75.26071698,HURTO DE LUMINARIA 
Mayo,2024,1651236,006836,27.8,0.5,LED,SED ,K 33C 29 S PISTA DE PATINAJE IV CENTENARIO,2.900609089,-75.26027704,HURTO DE LUMINARIA 
Mayo,2024,1651241,010199,27.8,0.5,LED,SED ,K 33C 29 S PISTA DE PATINAJE IV CENTENARIO,2.9004681,-75.26043502,HURTO DE LUMINARIA 
Mayo,2024,1651242,036397,27.8,0.5,LED,SED ,K 33C 29 S PISTA DE PATINAJE IV CENTENARIO,2.9004681,-75.26043502,HURTO DE LUMINARIA 
Junio,2024,1651035,065541,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.916468,-75.288737,HURTO DE LUMINARIA 
Junio,2024,1651671,066653,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.904989,-75.287424,HURTO DE LUMINARIA 
Junio,2024,1651712,069442,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.897382,-75.286182,HURTO DE LUMINARIA 
Junio,2024,1631297,032030,200,0.5,LED,SED,PUERTAS DEL SOL,2.901943,-75.266664,HURTO DE LUMINARIA 
Junio,2024,1631295,032031,200,0.5,LED,SED,PUERTAS DEL SOL,2.901943,-75.266664,HURTO DE LUMINARIA 
Junio,2024,1642495,028839,74.1,0.5,LED,SED,AV CIRCUNVALAR - CL 8 MALECOM,2.926322048,-75.29423397,HURTO DE LUMINARIA 
Junio,2024,1642496,028857,74.1,0.5,LED,SED,AV CIRCUNVALAR - CL 8 MALECOM,2.926322048,-75.29423397,HURTO DE LUMINARIA 
Junio,2024,1637208,017895,27.8,0.5,LED,SED,C 19S K 37 Y 38 PARQUE LIMONAR,2.91062673,-75.26469735,HURTO DE LUMINARIA 
Junio,2024,1637221,016998,27.8,0.5,LED,SED,C 19S K 37 Y 38 PARQUE LIMONAR,2.91078428,-75.26399761,HURTO DE LUMINARIA 
Junio,2024,1637218,015880,27.8,0.5,LED,SED,C 19S K 37 Y 38 PARQUE LIMONAR,2.91054045,-75.26406102,HURTO DE LUMINARIA 
